distúrbios, metabólicos[1], forragem[3], acetonemia[5], bezerros[5], natural[5], partículas[5], aleitamento[6], cetose[7], tamanho[7], acidose[8], doença[9], média[9], deslocamento[10], peso[10], alta[11], teto[11], abomaso[12], acúmulo[12], produção[12], corpos[14], cetônicos[15], limpo[15], teor[16], sangue[17], gordura[18], quantidade[18], fibra[19], leite[20], magras[21], escala[28], lactação[30], vacas[30], fase[31], lote[33], obesas[37], concentrado[41], parto[50]
prenhes, vacas[1], rebanho[2], número[3], objetivo[7], gestação[9], alimentação[13], suficiente[14], vaca[16], desenvolvimento[18], parir[18], condição[21], feto[21], corporal[22], gorda[29]
medicamentos, mortalidade[8], taxa[10], pneumonias[14], diarreias[16], doenças[18]
bezerreiro, funcionar[2], tipo[2], alvenaria[3], propriedade[4], facilidade[5], madeira[6], manutenção[7], ambiente[9], higiene[9], sombreado[10], seco[12], há[13], limpo[14], ventilado[15], local[23], animais[26]
menor, crescimento[1], libido[1], porte[1], peso[2], teor[2], baixo[3], imunidade[3], mortalidade[3], parto[3], pasto[3], reprodutor[3], dieta[4], ganho[4], montar[4], seca[4], base[5], estação[5], há[5], lactação[5], acidentes[6], bezerros[6], necessidade[6], alimentação[7], matéria[7], proteína[7], novilhas[9], prenhe[9], risco[9], vacas[9], colostro[10], custo[11], dia[11], cana[12], produzir[12], cio[13], kg[13], mamar[13], disponibilidade[14], feto[14], leite[14], bezerro[15], secagem[15], açúcar[16], desenvolvimento[17], picada[18], cobrir[20], ordenha[20], reprodução[25], ureia[25], obesos[26], silagem[28], rebanhos[29], qualidade[31], seco[32], período[33], vaca[35], anestro[37], nível[38], produção[40], suplemento[43], concentrado[44], corporal[48], meio[50], consumo[53], alimento[55]
balanceamento, concentração[2], dietas[2], nutrientes[2], rações[2], energia[5], ganho[6], animais[8], peso[8], dieta[9], médio[9], consumo[16]
magros, fracos[2], peso[3], excesso[5], libido[7]
musculares, afecções[1], articulação[3], reprodutivo[4], sistema[5], doenças[7], dor[9], perda[16]
reprodutor, aproveitamento[2], escolha[2], manejo[2], prejuízo[2], menor[3], sadio[3], alimentação[5], eletroejaculação[6], idade[6], libido[6], doenças[7], exames[8], genética[8], método[8], qualidade[8], criptorquidia[9], monta[9], produção[9], brucelose[10], sêmen[10], espermatozoides[11], tuberculose[12], testicular[13], natural[14], descendentes[15], reprodução[15], capacidade[17], rebanho[17], fácil[21], espermograma[23], barata[24], produzir[29], alto[32], leite[37]
descorna, animal[2], marcação[2], tetos[6], fácil[7], segura[9], mês[15], manejo[16], vida[17], bezerro[18], segurança[22], trato[24], animais[27], adultos[28]
adubados, solos[3], piquetes[5], pastejo[7], rotativo[8], nutrientes[14], produção[19], kg[23], leite[27], pastagens[29], vaca[29], dia[31], chuvas[32], necessidade[35], concentrados[37]
digerido, rúmen[2], alimento[4], fezes[8]
pancreáticas, enzimas[1], tripsina[1], quimotripsina[3], procarboxipeptidase[5], proteínas[6], delgado[9], intestino[10]
área, concentrado[2], sombra[2], cocho[4], limpa[6], água[7], bebedouro[9], encharcamento[13], bezerros[20]
sombra, pastagem[2], água[2], área[2], concentrado[4], cocho[6], limpa[8], bebedouro[11], garantir[14], encharcamento[15], pastagens[19], animais[22], bezerros[22]
preparar, concentrado[2], fazenda[4], produtor[13], fabricante[22], ingredientes[29]
